Sequence,box,study year,harvest year,ID seq number,prov sale,prov kill,age,changed,sample type,barcode ID,dateshot,latitude,longitude,key,Central Rectrix Length,Central Rectrix Unfeathered Quill  Length,Central Rectrix  Quill Dia,Longest Rectrix Length,Longest Rectrix Unfeathered Quill  Length,Longest Rectrix Quill Dia ,Most lateral Rectrix Length,Most lateral Rectrix Unfeathered Quill Length,Most lateral Rectrix Quill Dia,Comment,race measurements,key step for call,race tail,race tree,agree key and dna,race label,difference between checker and RM,
,,,2006,172220753 2005,BC,BC,A,,Assumed CAGO,,915,5557,12014,,,,,,,,,,,,,,,,,,,
,,,2006,172220757 2005,BC,BC,A,,Assumed CAGO,,1015,5041,11901,,,,,,,,,,,,,,,,,,,
,,,2006,172220761 2005,BC,BC,A,,Assumed CAGO,,1121,5359,12839,,,,,,,,,,,,,,,,,,,
,,,2006,172220767 2005,BC,BC,A,,Assumed CAGO,,909,4911,12142,,,,,,,,,,,,,,,,,,,
,,,2006,172220781 2005,AB,AB,A,,Assumed CAGO,,1009,5024,11307,,,,,,,,,,,,,,,,,,,
,,,2006,172220783 2005,AB,AB,A,,Assumed CAGO,,1007,5024,11307,,,,,,,,,,,,,,,,,,,
,,,2006,172220784 2005,SK,SK,A,,Assumed CAGO,,901,5344,10742,,,,,,,,,,,,,,,,,,,
,,,2006,172220785 2005,AB,AB,A,,Assumed CAGO,,1007,5024,11307,,,,,,,,,,,,,,,,,,,
,,,2006,172220786 2005,SK,SK,A,,Assumed CAGO,,920,5150,10404,,,,,,,,,,,,,,,,,,,
,,,2006,172220787 2005,SK,SK,A,,Assumed CAGO,,1107,4955,10328,,,,,,,,,,,,,,,,,,,
,,,2006,172220789 2005,SK,SK,A,,Assumed CAGO,,1107,4955,10328,,,,,,,,,,,,,,,,,,,
,,,2006,172220790 2005,SK,SK,A,,Assumed CAGO,,920,5150,10404,,,,,,,,,,,,,,,,,,,
,,,2006,172220791 2005,SK,SK,A,,Assumed CAGO,,1013,5059,10241,,,,,,,,,,,,,,,,,,,
,,,2006,172220792 2005,SK,SK,A,,Assumed CAGO,,920,5150,10404,,,,,,,,,,,,,,,,,,,
,,,2006,172220793 2005,SK,SK,A,,Assumed CAGO,,1013,5059,10241,,,,,,,,,,,,,,,,,,,
,,,2006,172220794 2005,SK,SK,A,,Assumed CAGO,,1009,4934,10132,,,,,,,,,,,,,,,,,,,
,,,2006,172220798 2005,SK,SK,A,,Assumed CAGO,,1006,5150,10157,,,,,,,,,,,,,,,,,,,
,,,2006,172220800 2005,SK,SK,A,,Assumed CAGO,,1009,4934,10132,,,,,,,,,,,,,,,,,,,
,,,2006,172220801 2005,SK,SK,A,,Assumed CAGO,,901,5344,10742,,,,,,,,,,,,,,,,,,,
,,,2006,172220802 2005,SK,SK,A,,Assumed CAGO,,921,5150,10404,,,,,,,,,,,,,,,,,,,
,,,2006,172220803 2005,SK,SK,A,,Assumed CAGO,,1012,5005,10401,,,,,,,,,,,,,,,,,,,
,,,2006,172220804 2005,SK,SK,A,,Assumed CAGO,,1028,5001,10149,,,,,,,,,,,,,,,,,,,
,,,2006,172220805 2005,SK,SK,A,,Assumed CAGO,,930,5042,10738,,,,,,,,,,,,,,,,,,,
,,,2006,172220806 2005,SK,SK,A,,Assumed CAGO,,1028,5001,10149,,,,,,,,,,,,,,,,,,,
,,,2006,172220807 2005,SK,SK,A,,Assumed CAGO,,930,5042,10738,,,,,,,,,,,,,,,,,,,
,,,2006,172220808 2005,SK,SK,A,,Assumed CAGO,,1016,5034,10145,,,,,,,,,,,,,,,,,,,
,,,2006,172220809 2005,SK,SK,A,,Assumed CAGO,,930,5042,10738,,,,,,,,,,,,,,,,,,,
,,,2006,172220810 2005,SK,SK,A,,Assumed CAGO,,1005,5058,10300,,,,,,,,,,,,,,,,,,,
,,,2006,172220811 2005,SK,SK,A,,Assumed CAGO,,,,,,,,,,,,,,,,,,,,,,,
,,,2006,172220812 2005,SK,SK,A,,Assumed CAGO,,1011,5121,10516,,,,,,,,,,,,,,,,,,,
,,,2006,172220813 2005,SK,SK,A,,Assumed CAGO,,,,,,,,,,,,,,,,,,,,,,,
,,,2006,172220814 2005,SK,SK,A,,Assumed CAGO,,1016,5034,10145,,,,,,,,,,,,,,,,,,,
,,,2006,172220815 2005,SK,SK,A,,Assumed CAGO,,901,5259,10514,,,,,,,,,,,,,,,,,,,
,,,2006,172220816 2005,SK,SK,A,,Assumed CAGO,,1016,5322,10408,,,,,,,,,,,,,,,,,,,
,,,2006,172220817 2005,SK,SK,A,,Assumed CAGO,,1031,5244,10722,,,,,,,,,,,,,,,,,,,
,,,2006,172220818 2005,SK,SK,A,,Assumed CAGO,,1101,5229,10509,,,,,,,,,,,,,,,,,,,
,,,2006,172220819 2005,SK,SK,A,,Assumed CAGO,,925,5151,10348,,,,,,,,,,,,,,,,,,,
,,,2006,172220820 2005,SK,SK,A,,Assumed CAGO,,909,5159,10407,,,,,,,,,,,,,,,,,,,
,,,2006,172220821 2005,MB,MB,A,,Assumed CAGO,,924,5010,9540,,,,,,,,,,,,,,,,,,,
,,,2006,172220823 2005,MB,MB,A,,Assumed CAGO,,916,5102,9704,,,,,,,,,,,,,,,,,,,
,,,2006,172220825 2005,MB,MB,A,,Assumed CAGO,,923,5021,9653,,,,,,,,,,,,,,,,,,,
,,,2006,172220826 2005,MB,MB,A,,Assumed CAGO,,1001,5005,10041,,,,,,,,,,,,,,,,,,,
,,,2006,172220827 2005,MB,MB,A,,Assumed CAGO,,923,5021,9653,,,,,,,,,,,,,,,,,,,
,,,2006,172220829 2005,MB,MB,A,,Assumed CAGO,,915,5102,9704,,,,,,,,,,,,,,,,,,,
,,,2006,172220830 2005,MB,MB,A,,Assumed CAGO,,1001,5101,9724,,,,,,,,,,,,,,,,,,,
,,,2006,172220832 2005,MB,MB,A,,Assumed CAGO,,930,5101,9724,,,,,,,,,,,,,,,,,,,
,,,2006,172220833 2005,MB,MB,A,,Assumed CAGO,,909,,,,,,,,,,,,,,,,,,,,,
,,,2006,172220835 2005,,MB,A,,Assumed CAGO,,1008,4931,9638,,,,,,,,,,,,,,,,,,,
,,,2006,172220837 2005,MB,MB,A,,Assumed CAGO,,926,4925,9847,,,,,,,,,,,,,,,,,,,
,,,2006,172220839 2005,MB,MB,A,,Assumed CAGO,,930,5018,9735,,,,,,,,,,,,,,,,,,,
,,,2006,172220845 2005,BC,BC,A,,Assumed CAGO,,1111,5015,11912,,,,,,,,,,,,,,,,,,,
,,,2006,172220858 2005,BC,BC,A,,Assumed CAGO,,1022,4910,11636,,,,,,,,,,,,,,,,,,,
,,,2006,172220859 2005,BC,BC,A,,Assumed CAGO,,915,5557,12014,,,,,,,,,,,,,,,,,,,
,,,2005,172220861 2005,SK,SK,A,,Assumed CAGO,,919,5328,10350,,,,,,,,,,,,,,,,,,,
,,,2005,172220862 2005,SK,SK,A,,Assumed CAGO,,1025,5156,10454,,,,,,,,,,,,,,,,,,,
,,,2005,172220863 2005,SK,SK,A,,Assumed CAGO,,903,5322,10530,,,,,,,,,,,,,,,,,,,
,,,2005,172220864 2005,SK,SK,A,,Assumed CAGO,,1102,5024,10434,,,,,,,,,,,,,,,,,,,
,,,2005,172220865 2005,SK,SK,A,,Assumed CAGO,,1001,5325,10355,,,,,,,,,,,,,,,,,,,
,,,2005,172220866 2005,BC,BC,A,,Assumed CAGO,,1005,,,,,,,,,,,,,,,,,,,,,
,,,2005,172220867 2005,SK,SK,A,,Assumed CAGO,,1001,5325,10355,,,,,,,,,,,,,,,,,,,
,,,2005,172220870 2005,SK,SK,A,,Assumed CAGO,,1008,5112,10845,,,,,,,,,,,,,,,,,,,
,,,2005,172220875 2005,ON,SK,A,,Assumed CAGO,,912,5225,10544,,,,,,,,,,,,,,,,,,,
,,,2005,172220876 2005,SK,SK,A,,Assumed CAGO,,1008,5051,10828,,,,,,,,,,,,,,,,,,,
,,,2005,172220879 2005,ON,SK,A,,Assumed CAGO,,912,5226,10544,,,,,,,,,,,,,,,,,,,
,,,2005,172220880 2005,SK,SK,A,,Assumed CAGO,,1031,,,,,,,,,,,,,,,,,,,,,
,,,2005,172220883 2005,SK,SK,A,,Assumed CAGO,,924,4944,10944,,,,,,,,,,,,,,,,,,,
,,,2005,172220884 2005,SK,SK,A,,Assumed CAGO,,1008,5300,10546,,,,,,,,,,,,,,,,,,,
,,,2005,172220885 2005,SK,SK,A,,Assumed CAGO,,905,5328,10546,,,,,,,,,,,,,,,,,,,
,,,2005,172220886 2005,SK,SK,A,,Assumed CAGO,,924,4944,10944,,,,,,,,,,,,,,,,,,,
,,,2005,172220887 2005,SK,SK,A,,Assumed CAGO,,929,5303,10531,,,,,,,,,,,,,,,,,,,
,,,2005,172220888 2005,SK,SK,A,,Assumed CAGO,,926,4944,10944,,,,,,,,,,,,,,,,,,,
,,,2005,172220889 2005,SK,SK,A,,Assumed CAGO,,929,5303,10531,,,,,,,,,,,,,,,,,,,
,,,2005,172220890 2005,ON,SK,A,,Assumed CAGO,,912,5226,10544,,,,,,,,,,,,,,,,,,,
,,,2005,172220891 2005,SK,SK,A,,Assumed CAGO,,905,5328,10546,,,,,,,,,,,,,,,,,,,
,,,2005,172220892 2005,SK,SK,A,,Assumed CAGO,,926,4944,10944,,,,,,,,,,,,,,,,,,,
,,,2005,172220893 2005,SK,SK,A,,Assumed CAGO,,910,5320,10533,,,,,,,,,,,,,,,,,,,
,,,2005,172220894 2005,SK,SK,A,,Assumed CAGO,,1001,5325,10355,,,,,,,,,,,,,,,,,,,
,,,2005,172220896 2005,SK,SK,A,,Assumed CAGO,,903,5322,10530,,,,,,,,,,,,,,,,,,,
,,,2005,172220900 2005,SK,SK,A,,Assumed CAGO,,903,5322,10530,,,,,,,,,,,,,,,,,,,
,,,2005,172220903 2005,SK,SK,A,,Assumed CAGO,,905,5328,10546,,,,,,,,,,,,,,,,,,,
,,,2005,172220905 2005,BC,SK,A,,Assumed CAGO,,1006,5209,10450,,,,,,,,,,,,,,,,,,,
,,,2005,172220907 2005,SK,SK,A,,Assumed CAGO,,1027,5048,10320,,,,,,,,,,,,,,,,,,,
,,,2005,172220908 2005,SK,SK,A,,Assumed CAGO,,905,5328,10546,,,,,,,,,,,,,,,,,,,
,,,2005,172220909 2005,SK,SK,A,,Assumed CAGO,,1001,5024,10545,,,,,,,,,,,,,,,,,,,
,,,2005,172220910 2005,SK,SK,A,,Assumed CAGO,,903,5322,10530,,,,,,,,,,,,,,,,,,,
,,,2005,172220911 2005,SK,SK,A,,Assumed CAGO,,926,4944,10944,,,,,,,,,,,,,,,,,,,
,,,2005,172220912 2005,SK,SK,A,,Assumed CAGO,,1001,5024,10545,,,,,,,,,,,,,,,,,,,
,,,2005,172220913 2005,SK,SK,A,,Assumed CAGO,,910,5320,10533,,,,,,,,,,,,,,,,,,,
,,,2005,172220914 2005,SK,SK,A,,Assumed CAGO,,1001,5024,10545,,,,,,,,,,,,,,,,,,,
,,,2005,172220916 2005,SK,SK,A,,Assumed CAGO,,910,5320,10533,,,,,,,,,,,,,,,,,,,
,,,2005,172220917 2005,SK,SK,A,,Assumed CAGO,,1008,5300,10546,,,,,,,,,,,,,,,,,,,
,,,2005,172220919 2005,SK,SK,A,,Assumed CAGO,,1008,5249,10812,,,,,,,,,,,,,,,,,,,
,,,2005,172220920 2005,SK,SK,A,,Assumed CAGO,,910,5320,10533,,,,,,,,,,,,,,,,,,,
,,,2005,172220922 2005,MB,MB,A,,Assumed CAGO,,1008,4959,9953,,,,,,,,,,,,,,,,,,,
,,,2005,172220924 2005,MB,MB,A,,Assumed CAGO,,930,5008,9701,,,,,,,,,,,,,,,,,,,
,,,2005,172220932 2005,MB,MB,A,,Assumed CAGO,,1001,4958,10017,,,,,,,,,,,,,,,,,,,
,,,2005,172220933 2005,MB,MB,A,,Assumed CAGO,,928,4948,9549,,,,,,,,,,,,,,,,,,,
,,,2005,172220934 2005,MB,MB,A,,Assumed CAGO,,928,4948,9549,,,,,,,,,,,,,,,,,,,
,,,2005,172220936 2005,MB,MB,A,,Assumed CAGO,,919,4956,9942,,,,,,,,,,,,,,,,,,,
,,,2005,172220937 2005,MB,MB,A,,Assumed CAGO,,928,4948,9549,,,,,,,,,,,,,,,,,,,
,,,2005,172220939 2005,MB,MB,A,,Assumed CAGO,,928,4948,9549,,,,,,,,,,,,,,,,,,,
,,,2005,172220941 2005,MB,MB,A,,Assumed CAGO,,1001,4956,9547,,,,,,,,,,,,,,,,,,,
,,,2005,172220942 2005,MB,MB,A,,Assumed CAGO,,930,4940,9708,,,,,,,,,,,,,,,,,,,
,,,2005,172220944 2005,AB,MB,A,,Assumed CAGO,,930,5012,9709,,,,,,,,,,,,,,,,,,,
,,,2005,172220945 2005,MB,MB,A,,Assumed CAGO,,928,4956,9947,,,,,,,,,,,,,,,,,,,
,,,2005,172220947 2005,MB,MB,A,,Assumed CAGO,,1001,5146,10124,,,,,,,,,,,,,,,,,,,
,,,2005,172220949 2005,MB,MB,A,,Assumed CAGO,,1001,4958,10017,,,,,,,,,,,,,,,,,,,
,,,2005,172220951 2005,MB,MB,A,,Assumed CAGO,,919,4956,9942,,,,,,,,,,,,,,,,,,,
,,,2005,172220953 2005,MB,MB,A,,Assumed CAGO,,1005,4916,9924,,,,,,,,,,,,,,,,,,,
,,,2005,172220954 2005,MB,MB,A,,Assumed CAGO,,1031,5014,9653,,,,,,,,,,,,,,,,,,,
,,,2005,172220956 2005,MB,MB,A,,Assumed CAGO,,916,5342,10124,,,,,,,,,,,,,,,,,,,
,,,2005,172220961 2005,MB,SK,A,,Assumed CAGO,,928,5140,10153,,,,,,,,,,,,,,,,,,,
,,,2005,172220965 2005,MB,MB,A,,Assumed CAGO,,1001,5146,10124,,,,,,,,,,,,,,,,,,,
,,,2005,172220969 2005,MB,MB,A,,Assumed CAGO,,1005,4916,9924,,,,,,,,,,,,,,,,,,,
,,,2005,172220972 2005,MB,MB,A,,Assumed CAGO,,1003,4956,9547,,,,,,,,,,,,,,,,,,,
,,,2005,172220973 2005,MB,MB,A,,Assumed CAGO,,1005,4916,9924,,,,,,,,,,,,,,,,,,,
,,,2005,172220975 2005,MB,MB,A,,Assumed CAGO,,1005,4916,9924,,,,,,,,,,,,,,,,,,,
,,,2005,172220977 2005,MB,MB,A,,Assumed CAGO,,928,4956,9947,,,,,,,,,,,,,,,,,,,
,,,2005,172220978 2005,MB,MB,A,,Assumed CAGO,,919,4956,9942,,,,,,,,,,,,,,,,,,,
,,,2005,172220979 2005,MB,MB,A,,Assumed CAGO,,915,5104,9651,,,,,,,,,,,,,,,,,,,
,,,2005,172220980 2005,MB,MB,A,,Assumed CAGO,,1105,4916,9924,,,,,,,,,,,,,,,,,,,
,,,2005,172220981 2005,MB,MB,A,,Assumed CAGO,,928,4953,9709,,,,,,,,,,,,,,,,,,,
,,,2005,172220984 2005,MB,MB,A,,Assumed CAGO,,928,4953,9709,,,,,,,,,,,,,,,,,,,
,,,2005,172220990 2005,MB,MB,A,,Assumed CAGO,,928,4953,9712,,,,,,,,,,,,,,,,,,,
,,,2005,172221002 2005,MB,MB,A,,Assumed CAGO,,918,5349,10127,,,,,,,,,,,,,,,,,,,
,,,2005,172221008 2005,MB,MB,A,,Assumed CAGO,,908,5117,9842,,,,,,,,,,,,,,,,,,,
,,,2005,172221012 2005,MB,MB,A,,Assumed CAGO,,1017,4953,9708,,,,,,,,,,,,,,,,,,,
,,,2005,172221014 2005,MB,MB,A,,Assumed CAGO,,1017,4953,9708,,,,,,,,,,,,,,,,,,,
,,,2005,172221019 2005,MB,MB,A,,Assumed CAGO,,1031,5014,9653,,,,,,,,,,,,,,,,,,,
,,,2005,172221022 2005,AB,AB,A,,Assumed CAGO,,930,5141,11413,,,,,,,,,,,,,,,,,,,
,,,2005,172221028 2005,AB,AB,A,,Assumed CAGO,,930,5141,11413,,,,,,,,,,,,,,,,,,,
,,,2005,172221031 2005,MB,MB,A,,Assumed CAGO,,1003,4956,9547,,,,,,,,,,,,,,,,,,,
,,,2005,172221039 2005,MB,MB,A,,Assumed CAGO,,1001,4958,10017,,,,,,,,,,,,,,,,,,,
,,,2005,172221042 2005,,AB,A,,Assumed CAGO,,914,5131,11406,,,,,,,,,,,,,,,,,,,
,,,2005,172221043 2005,AB,AB,A,,Assumed CAGO,,929,5531,11606,,,,,,,,,,,,,,,,,,,
,,,2005,172221044 2005,,AB,A,,Assumed CAGO,,914,5131,11406,,,,,,,,,,,,,,,,,,,
,,,2005,172221045 2005,AB,AB,A,,Assumed CAGO,,929,5531,11606,,,,,,,,,,,,,,,,,,,
,,,2005,172221046 2005,AB,AB,A,,Assumed CAGO,,914,5051,11324,,,,,,,,,,,,,,,,,,,
,,,2005,172221047 2005,BC,AB,A,,Assumed CAGO,,919,5021,11220,,,,,,,,,,,,,,,,,,,
,,,2005,172221050 2005,BC,AB,A,,Assumed CAGO,,920,5523,11933,,,,,,,,,,,,,,,,,,,
,,,2005,172221051 2005,BC,AB,A,,Assumed CAGO,,920,5026,11215,,,,,,,,,,,,,,,,,,,
,,,2005,172221052 2005,AB,AB,A,,Assumed CAGO,,919,5131,11406,,,,,,,,,,,,,,,,,,,
,,,2005,172221054 2005,,AB,A,,Assumed CAGO,,914,5131,11406,,,,,,,,,,,,,,,,,,,
,,,2005,172221055 2005,BC,AB,A,,Assumed CAGO,,920,5523,11933,,,,,,,,,,,,,,,,,,,
,,,2005,172221056 2005,,AB,A,,Assumed CAGO,,914,5131,11406,,,,,,,,,,,,,,,,,,,
,,,2005,172221057 2005,AB,AB,A,,Assumed CAGO,,927,5130,11048,,,,,,,,,,,,,,,,,,,
,,,2005,172221060 2005,MB,MB,A,,Assumed CAGO,,1016,5340,10127,,,,,,,,,,,,,,,,,,,
,,,2005,172221061 2005,MB,MB,A,,Assumed CAGO,,1001,4904,9643,,,,,,,,,,,,,,,,,,,
,,,2005,172221062 2005,MB,MB,A,,Assumed CAGO,,,5005,9715,,,,,,,,,,,,,,,,,,,
,,,2005,172221063 2004,SK,SK,A,,Assumed CAGO,,1025,5002,10243,,,,,,,,,,,,,,,,,,,
,,,2005,172221064 2004,SK,SK,A,,Assumed CAGO,,1101,5021,10437,,,,,,,,,,,,,,,,,,,
,,,2005,172221064 2005,MB,MB,A,,Assumed CAGO,,1021,4916,9923,,,,,,,,,,,,,,,,,,,
,,,2005,172221066 2005,MB,MB,A,,Assumed CAGO,,1021,4916,9923,,,,,,,,,,,,,,,,,,,
,,,2005,172221067 2004,SK,SK,A,,Assumed CAGO,,923,5113,10340,,,,,,,,,,,,,,,,,,,
,,,2005,172221068 2004,AB,AB,A,,Assumed CAGO,,1110,5401,11228,,,,,,,,,,,,,,,,,,,
,,,2005,172221069 2004,SK,SK,A,,Assumed CAGO,,1110,5023,10431,,,,,,,,,,,,,,,,,,,
,,,2005,172221069 2005,MB,MB,A,,Assumed CAGO,,1105,4907,9920,,,,,,,,,,,,,,,,,,,
,,,2005,172221070 2004,SK,SK,A,,Assumed CAGO,,924,5113,10340,,,,,,,,,,,,,,,,,,,
,,,2005,172221070 2005,MB,MB,A,,Assumed CAGO,,926,4939,9824,,,,,,,,,,,,,,,,,,,
,,,2005,172221071 2004,BC,SK,A,,Assumed CAGO,,913,5218,10420,,,,,,,,,,,,,,,,,,,
,,,2005,172221073 2005,MB,MB,A,,Assumed CAGO,,1105,5007,10024,,,,,,,,,,,,,,,,,,,
,,,2005,172221075 2004,SK,SK,A,,Assumed CAGO,,910,5202,10734,,,,,,,,,,,,,,,,,,,
,,,2005,172221075 2005,MB,MB,A,,Assumed CAGO,,1001,5002,9658,,,,,,,,,,,,,,,,,,,
,,,2005,172221076 2005,MB,MB,A,,Assumed CAGO,,1001,4904,9643,,,,,,,,,,,,,,,,,,,
,,,2005,172221077 2004,SK,SK,A,,Assumed CAGO,,1101,5021,10437,,,,,,,,,,,,,,,,,,,
,,,2005,172221078 2005,MB,MB,A,,Assumed CAGO,,926,4939,9824,,,,,,,,,,,,,,,,,,,
,,,2005,172221079 2004,SK,SK,A,,Assumed CAGO,,1025,5002,10243,,,,,,,,,,,,,,,,,,,
,,,2005,172221079 2005,MB,MB,A,,Assumed CAGO,,926,4939,9824,,,,,,,,,,,,,,,,,,,
,,,2005,172221081 2004,SK,SK,A,,Assumed CAGO,,910,5202,10734,,,,,,,,,,,,,,,,,,,
,,,2005,172221081 2005,MB,MB,A,,Assumed CAGO,,1115,4944,10029,,,,,,,,,,,,,,,,,,,
,,,2005,172221082 2004,SK,SK,A,,Assumed CAGO,,910,5202,10734,,,,,,,,,,,,,,,,,,,
,,,2005,172221082 2005,MB,MB,A,,Assumed CAGO,,902,5117,9833,,,,,,,,,,,,,,,,,,,
,,,2005,172221083 2004,SK,AB,A,,Assumed CAGO,,1110,5313,11000,,,,,,,,,,,,,,,,,,,
,,,2005,172221084 2004,SK,SK,A,,Assumed CAGO,,1105,5023,10149,,,,,,,,,,,,,,,,,,,
,,,2005,172221085 2004,SK,SK,A,,Assumed CAGO,,917,4936,10825,,,,,,,,,,,,,,,,,,,
,,,2005,172221086 2004,SK,SK,A,,Assumed CAGO,,1110,5023,10431,,,,,,,,,,,,,,,,,,,
,,,2005,172221087 2004,SK,SK,A,,Assumed CAGO,,1001,4936,10825,,,,,,,,,,,,,,,,,,,
,,,2005,172221088 2004,SK,SK,A,,Assumed CAGO,,1110,5023,10431,,,,,,,,,,,,,,,,,,,
,,,2005,172221088 2005,MB,MB,A,,Assumed CAGO,,1016,5340,10127,,,,,,,,,,,,,,,,,,,
,,,2005,172221089 2004,SK,SK,A,,Assumed CAGO,,1001,4936,10825,,,,,,,,,,,,,,,,,,,
,,,2005,172221090 2004,SK,SK,A,,Assumed CAGO,,1110,5023,10431,,,,,,,,,,,,,,,,,,,
,,,2005,172221091 2004,SK,SK,A,,Assumed CAGO,,1001,4936,10825,,,,,,,,,,,,,,,,,,,
,,,2005,172221092 2005,MB,MB,A,,Assumed CAGO,,1010,5001,9819,,,,,,,,,,,,,,,,,,,
,,,2005,172221093 2004,SK,SK,A,,Assumed CAGO,,917,4936,10825,,,,,,,,,,,,,,,,,,,
,,,2005,172221094 2005,MB,MB,A,,Assumed CAGO,,,5047,9751,,,,,,,,,,,,,,,,,,,
,,,2005,172221095 2004,SK,SK,A,,Assumed CAGO,,1001,4936,10825,,,,,,,,,,,,,,,,,,,
,,,2005,172221096 2004,SK,SK,A,,Assumed CAGO,,910,5202,10734,,,,,,,,,,,,,,,,,,,
,,,2005,172221097 2004,SK,SK,A,,Assumed CAGO,,1008,4935,10133,,,,,,,,,,,,,,,,,,,
,,,2005,172221098 2005,MB,MB,A,,Assumed CAGO,,1014,5123,9939,,,,,,,,,,,,,,,,,,,
,,,2005,172221100 2005,MB,MB,A,,Assumed CAGO,,1016,5340,10127,,,,,,,,,,,,,,,,,,,
,,,2005,172221101 2004,SK,SK,A,,Assumed CAGO,,1107,5335,10429,,,,,,,,,,,,,,,,,,,
,,,2005,172221102 2005,AB,AB,A,,Assumed CAGO,,1029,4947,11215,,,,,,,,,,,,,,,,,,,
,,,2005,172221103 2004,SK,SK,A,,Assumed CAGO,,1111,5327,10356,,,,,,,,,,,,,,,,,,,
,,,2005,172221105 2004,SK,SK,A,,Assumed CAGO,,1112,5312,10429,,,,,,,,,,,,,,,,,,,
,,,2005,172221106 2005,AB,AB,A,,Assumed CAGO,,1116,5008,11222,,,,,,,,,,,,,,,,,,,
,,,2005,172221107 2004,SK,SK,A,,Assumed CAGO,,1112,5312,10429,,,,,,,,,,,,,,,,,,,
,,,2005,172221108 2004,SK,SK,A,,Assumed CAGO,,1001,4910,10259,,,,,,,,,,,,,,,,,,,
,,,2005,172221108 2005,AB,AB,A,,Assumed CAGO,,926,5603,11758,,,,,,,,,,,,,,,,,,,
,,,2005,172221111 2004,SK,SK,A,,Assumed CAGO,,1005,5259,10329,,,,,,,,,,,,,,,,,,,
,,,2005,172221112 2005,AB,AB,A,,Assumed CAGO,,928,5050,11216,,,,,,,,,,,,,,,,,,,
,,,2005,172221113 2004,SK,SK,A,,Assumed CAGO,,1005,5259,10329,,,,,,,,,,,,,,,,,,,
,,,2005,172221114 2004,SK,SK,A,,Assumed CAGO,,1008,4912,10151,,,,,,,,,,,,,,,,,,,
,,,2005,172221115 2004,SK,SK,A,,Assumed CAGO,,1005,5259,10329,,,,,,,,,,,,,,,,,,,
,,,2005,172221115 2005,BC,AB,A,,Assumed CAGO,,1011,5517,11859,,,,,,,,,,,,,,,,,,,
,,,2005,172221116 2004,SK,SK,A,,Assumed CAGO,,1012,5006,10344,,,,,,,,,,,,,,,,,,,
,,,2005,172221116 2005,BC,AB,A,,Assumed CAGO,,1014,5518,11901,,,,,,,,,,,,,,,,,,,
,,,2005,172221117 2004,SK,SK,A,,Assumed CAGO,,1005,5259,10329,,,,,,,,,,,,,,,,,,,
,,,2005,172221118 2004,SK,SK,A,,Assumed CAGO,,1012,5006,10344,,,,,,,,,,,,,,,,,,,
,,,2005,172221119 2004,SK,SK,A,,Assumed CAGO,,1017,,,,,,,,,,,,,,,,,,,,,
,,,2005,172221120 2004,SK,SK,A,,Assumed CAGO,,1006,5055,10248,,,,,,,,,,,,,,,,,,,
,,,2005,172221121 2004,AB,SK,A,,Assumed CAGO,,1024,5155,10551,,,,,,,,,,,,,,,,,,,
,,,2005,172221122 2004,,SK,A,,Assumed CAGO,,1023,5025,10434,,,,,,,,,,,,,,,,,,,
,,,2005,172221122 2005,MB,MB,A,,Assumed CAGO,,1015,5340,10127,,,,,,,,,,,,,,,,,,,
,,,2005,172221123 2004,SK,SK,A,,Assumed CAGO,,1022,5338,10754,,,,,,,,,,,,,,,,,,,
,,,2005,172221124 2004,BC,SK,A,,Assumed CAGO,,1017,5140,10550,,,,,,,,,,,,,,,,,,,
,,,2005,172221126 2004,,SK,A,,Assumed CAGO,,1023,5025,10434,,,,,,,,,,,,,,,,,,,
,,,2005,172221127 2004,SK,SK,A,,Assumed CAGO,,1130,5149,10622,,,,,,,,,,,,,,,,,,,
,,,2005,172221128 2004,SK,SK,A,,Assumed CAGO,,1017,5312,10546,,,,,,,,,,,,,,,,,,,
,,,2005,172221128 2005,MB,MB,A,,Assumed CAGO,,1015,5003,10011,,,,,,,,,,,,,,,,,,,
,,,2005,172221129 2004,SK,SK,A,,Assumed CAGO,,1130,5149,10622,,,,,,,,,,,,,,,,,,,
,,,2005,172221131 2004,SK,SK,A,,Assumed CAGO,,1201,5149,10624,,,,,,,,,,,,,,,,,,,
,,,2005,172221131 2005,MB,MB,A,,Assumed CAGO,,1105,5002,9950,,,,,,,,,,,,,,,,,,,
,,,2005,172221132 2004,SK,SK,A,,Assumed CAGO,,1017,5312,10546,,,,,,,,,,,,,,,,,,,
,,,2005,172221132 2005,MB,MB,A,,Assumed CAGO,,1009,4953,9726,,,,,,,,,,,,,,,,,,,
,,,2005,172221133 2005,MB,MB,A,,Assumed CAGO,,1115,4944,10029,,,,,,,,,,,,,,,,,,,
,,,2005,172221134 2004,SK,SK,A,,Assumed CAGO,,1130,5149,10622,,,,,,,,,,,,,,,,,,,
,,,2005,172221136 2004,SK,SK,A,,Assumed CAGO,,,,,,,,,,,,,,,,,,,,,,,
,,,2005,172221136 2005,MB,MB,A,,Assumed CAGO,,1009,4953,9726,,,,,,,,,,,,,,,,,,,
,,,2005,172221137 2004,SK,SK,A,,Assumed CAGO,,1202,5046,10339,,,,,,,,,,,,,,,,,,,
,,,2005,172221138 2004,SK,SK,A,,Assumed CAGO,,1202,5046,10339,,,,,,,,,,,,,,,,,,,
,,,2005,172221138 2005,MB,MB,A,,Assumed CAGO,,1009,4953,9726,,,,,,,,,,,,,,,,,,,
